FIPS,County name,FiveYearAgeGroups,NetMig9500,NetMig0010,NetMig1020,Rate9500,Rate0010,Rate1020
102,NorthFrontRange,50,1436,4181,3038,,,
102,NorthFrontRange,55,832,3684,3809,,,
102,NorthFrontRange,60,635,4166,2032,,,
102,NorthFrontRange,65,696,2850,777,,,
102,NorthFrontRange,70,597,1934,-832,,,
102,NorthFrontRange,75,369,1081,-403,,,
102,NorthFrontRange,80,151,1011,-157,,,
102,NorthFrontRange,85,453,971,65,,,
103,Metro Denver,0,0,-4315,302,,,
103,Metro Denver,5,7438,-889,6079,,,
103,Metro Denver,10,4447.5,15332,15397,,,
103,Metro Denver,15,3613.5,8064,18546,,,
103,Metro Denver,20,22512.5,14402,33730,,,
103,Metro Denver,25,37344,53853,32888,,,
103,Metro Denver,30,19339.5,45761,40488,,,
103,Metro Denver,35,8959.5,9791,30637,,,
103,Metro Denver,40,5482.5,4939,12929,,,
103,Metro Denver,45,1020,-2607,13406,,,
103,Metro Denver,50,-1258.5,-2725,4200,,,
103,Metro Denver,55,-3373.5,-5746,9171,,,
103,Metro Denver,60,-4254,-6750,-1313,,,
103,Metro Denver,65,-3196.5,-4763,-4805,,,
103,Metro Denver,70,-1111.5,-1902,-9203,,,
103,Metro Denver,75,200,-122,-4534,,,
103,Metro Denver,80,947.5,1243,-1156,,,
103,Metro Denver,85,1962,1834,195,,,
104,"ElPaso, Teller, Park",0,0,1508,756,,,
104,"ElPaso, Teller, Park",5,1026,3547,4216,,,
104,"ElPaso, Teller, Park",10,1429,6791,6873,,,
104,"ElPaso, Teller, Park",15,1209,6149,7523,,,
104,"ElPaso, Teller, Park",20,3217,7819,13031,,,
104,"ElPaso, Teller, Park",25,81,7889,9086,,,
104,"ElPaso, Teller, Park",30,-45,3955,957,,,
104,"ElPaso, Teller, Park",35,1243,3357,2068,,,
104,"ElPaso, Teller, Park",40,-170,4064,803,,,
104,"ElPaso, Teller, Park",45,131,2179,1161,,,
104,"ElPaso, Teller, Park",50,639,2131,1542,,,
104,"ElPaso, Teller, Park",55,224,1643,1838,,,
104,"ElPaso, Teller, Park",60,-49,1618,-2120,,,
104,"ElPaso, Teller, Park",65,-53,1389,-2548,,,
104,"ElPaso, Teller, Park",70,-225,828,-2306,,,
104,"ElPaso, Teller, Park",75,-318,251,-1204,,,
104,"ElPaso, Teller, Park",80,308,644,-314,,,
104,"ElPaso, Teller, Park",85,147,403,-97,,,
107,Pueblo County,0,0,181,-27,,,
107,Pueblo County,5,597,986,657,,,
107,Pueblo County,10,884,1362,1275,,,
107,Pueblo County,15,130,1364,1602,,,
107,Pueblo County,20,-489,151,1783,,,
107,Pueblo County,25,-190,-994,-181,,,
107,Pueblo County,30,999,538,-1105,,,
107,Pueblo County,35,1098,977,971,,,
107,Pueblo County,40,687,897,1015,,,
107,Pueblo County,45,745,932,1290,,,
107,Pueblo County,50,492,1168,1083,,,
107,Pueblo County,55,474,1328,1293,,,
107,Pueblo County,60,358,1619,1033,,,
107,Pueblo County,65,221,1152,734,,,
107,Pueblo County,70,24,752,226,,,
107,Pueblo County,75,91,270,216,,,
107,Pueblo County,80,-41,30,99,,,
107,Pueblo County,85,-112,-38,221,,,
105,CentralMountains,0,0,111,434,,,
105,CentralMountains,5,740,238,1352,,,
105,CentralMountains,10,429,303,1427,,,
105,CentralMountains,15,-472,-3,940,,,
105,CentralMountains,20,-150,-985,1604,,,
105,CentralMountains,25,1555,417,2030,,,
105,CentralMountains,30,1986,846,2326,,,
105,CentralMountains,35,1973,8,2153,,,
105,CentralMountains,40,1774,115,1168,,,
105,CentralMountains,45,1035,22,1038,,,
105,CentralMountains,50,1033,368,110,,,
105,CentralMountains,55,853,1091,131,,,
105,CentralMountains,60,541,1589,-51,,,
105,CentralMountains,65,278,1439,13,,,
105,CentralMountains,70,115,727,-198,,,
105,CentralMountains,75,-14,216,-43,,,
105,CentralMountains,80,-126,172,-51,,,
105,CentralMountains,85,-119,139,-12,,,
108,EasternPlains,0,0,504,784,,,
108,EasternPlains,5,698,279,1900,,,
108,EasternPlains,10,510,457,2029,,,
108,EasternPlains,15,-571,-99,98,,,
108,EasternPlains,20,-2567,-3013,-436,,,
108,EasternPlains,25,1028,-2114,631,,,
108,EasternPlains,30,1303,1398,2761,,,
108,EasternPlains,35,1052,1207,2797,,,
108,EasternPlains,40,1151,1339,1613,,,
108,EasternPlains,45,618,912,1322,,,
108,EasternPlains,50,552,840,572,,,
108,EasternPlains,55,381,1118,613,,,
108,EasternPlains,60,134,1422,-224,,,
108,EasternPlains,65,10,1384,-645,,,
108,EasternPlains,70,84,1240,-888,,,
108,EasternPlains,75,-191,939,-592,,,
108,EasternPlains,80,-38,798,-449,,,
108,EasternPlains,85,-118,766,-185,,,
109,SanLuisValley,0,0,74,136,,,
109,SanLuisValley,5,-46,-54,510,,,
109,SanLuisValley,10,59,-101,430,,,
109,SanLuisValley,15,-69,7,411,,,
109,SanLuisValley,20,-493,-504,290,,,
109,SanLuisValley,25,-487,-1234,-460,,,
109,SanLuisValley,30,-246,-394,187,,,
109,SanLuisValley,35,12,231,570,,,
109,SanLuisValley,40,197,281,480,,,
109,SanLuisValley,45,63,383,339,,,
109,SanLuisValley,50,85,527,348,,,
109,SanLuisValley,55,263,553,198,,,
109,SanLuisValley,60,204,675,92,,,
109,SanLuisValley,65,51,564,-127,,,
109,SanLuisValley,70,-23,377,-252,,,
109,SanLuisValley,75,-75,166,-213,,,
109,SanLuisValley,80,-27,244,-144,,,
109,SanLuisValley,85,-11,237,-89,,,
106,WesternSlope,0,0,-404,1718,,,
106,WesternSlope,5,2647,3914,5746,,,
106,WesternSlope,10,1431,6390,6406,,,
106,WesternSlope,15,-50,5280,6508,,,
106,WesternSlope,20,2896,3862,4593,,,
106,WesternSlope,25,1201,8080,3127,,,
106,WesternSlope,30,312,5096,8599,,,
106,WesternSlope,35,2148,3204,8339,,,
106,WesternSlope,40,1970,4520,6237,,,
106,WesternSlope,45,804,5080,5665,,,
106,WesternSlope,50,1621,5288,3132,,,
106,WesternSlope,55,2109,4536,3906,,,
106,WesternSlope,60,1511,5234,1506,,,
106,WesternSlope,65,1139,3872,-5,,,
106,WesternSlope,70,50,2124,-1557,,,
106,WesternSlope,75,72,712,-1031,,,
106,WesternSlope,80,186,606,-367,,,
106,WesternSlope,85,75,1131,82,,,
